Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0818600006121000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818600006121000007;Подача заявок;Ремонт тротуара по ул. Кирова от ул. Овражной до ул. Западной в ст. Отрадной Отрадненского районаКраснодарскогокрая;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК И УСЛУГ""";04.02.2021;909 600,00 ₽;;;;;;;;;;;;;;
№ 32109949856;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109949856;Подача заявок;Выполнение работ по восстановлению дорожного покрытиядорогобщего пользования, тротуаров  и благоустройству после капитального ремонта трамвайных путей;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КРАСНОДАРСКОЕТРАМВАЙНО-ТРОЛЛЕЙБУСНОЕ УПРАВЛЕНИЕ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДКРАСНОДАР";02.02.2021;5 407 008,00 ₽;;;;;;;;;;;;;;
№ 32109942467;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109942467;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по восстановлению изношенного верхнего слоя покрытия автомобильнойдорогиМ-4 «Дон» Москва - Воронеж – Ростов-на-Дону –Краснодар– Новороссийск на участке км 1007+000 - км 1024+000, Ростовская область (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";29.01.2021;317 113 460,00 ₽;;;;;;;;;;;;;;
№ 32109942446;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109942446;Подача заявок;Конкурс в электронной форме на право заключения договора на выполнение работ по восстановлению изношенного верхнего слоя покрытия автомобильнойдорогиМ-4 «Дон» Москва - Воронеж – Ростов-на-Дону –Краснодар– Новороссийск на участке км 974+000- км 982+000, Ростовская область (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";29.01.2021;170 239 910,00 ₽;;;;;;;;;;;;;;
№ 32109936648;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109936648;Подача заявок;Поставка продуктов питания (крупы, масло, соль) для служебных собакКраснодарскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";28.01.2021;205 311,68 ₽;;;;;;;;;;;;;;
№ 0158200000521000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0158200000521000010;Подача заявок;Реконструкция автомобильнойдорогиобщего пользования регионального значения г. Азов – с. Александровка –  ст. Староминская (до границыКраснодарскогокрая) на участке км 41+500 – 51+500 в Азовском районе;МИНИСТЕРСТВО ТРАНСПОРТА РОСТОВСКОЙ ОБЛАСТИ;28.01.2021;340 241 600,00 ₽;;;;;;;;;;;;;;
№ 0118300003820000166;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0118300003820000166;Определение поставщика завершено;Реализация мероприятий подпрограммы «Строительство, реконструкция, капитальный ремонт и ремонт автомобильныхдорогобщего пользования местного значения на территорииКраснодарскогокрая» государственной программыКраснодарскогокрая «Развитие сети автомобильныхдорог Краснодарскогокрая» в муниципальном образовании Лабинский район на 2021 год;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛАБИНСКИЙ РАЙОНКРАСНОДАРСКОГОКРАЯ;31.12.2020;54 285 976,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0118300003820000166;АДМИНИСТРАЦИЯ ЛАБИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ЛАБИНСКОГО РАЙОНА;АДМИНИСТРАЦИЯ ЗАССОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛАБИНСКОГО РАЙОНА;АДМИНИСТРАЦИЯ ВОЗНЕСЕНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛАБИНСКОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ-ИНВЕСТ""";1 - Победитель;33 942 823,12;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГСПЕЦСТРОЙ""";;;;;;
№ 0818500000820007401;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007401;Определение поставщика завершено;Устройство тротуаров на объекте: «Автомобильнаядорогас. Экономическое - ст-ца Нижнебаканская, км 14+246 - 14+345, км 14+416 - 15+115, км 15+423 - 15+562 в Крымском районе»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";29.12.2020;17 191 664,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0818500000820007401;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА КРАСНОДАРСКОГО КРАЯ;"НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛАВЯНСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";1 - Победитель;15 128 661,67;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";2 - Второй номер;15 214 620,00;;;;;;
№ 0818500000820007400;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007400;Определение поставщика завершено;Устройство тротуаров на объекте: «Автомобильнаядорогах. Стефановский - х. Новоивановский - ст-ца Дербентская, км 32+572 - 33+253, км 33+375 - 34+321 в Северском районе»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";29.12.2020;15 195 429,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0818500000820007400;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА КРАСНОДАРСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";1 - Победитель;13 675 880,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСКОЕ ДОРОЖНОЕ РЕМОНТНОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";2 - Второй номер;13 751 857,85;;;;;;
№ 32009864663;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009864663;Закупка завершена;...  геоинформационной системы автомобильныхдорогГосударственной компании «Российские автомобильныедороги»: М-1 «Беларусь ... -Дону –Краснодар– Новороссийск, М-11 «Москва-Санкт-Петербург», А 105 «Подъезднаядорога...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";29.12.2020;18 269 254,00 ₽;;;;;;;;;;;;;;
